week_of_year,is_holiday,is_weekend,season,discount_percent,price_per_unit,storeid,productid,prev_week_sales,next_week_sales
13,0.0,0.0,1.0,0.0,0.21076573161485979,1,2,0.29460362374400145,164.78724170934214
14,0.0,1.0,1.0,0.0,0.5094768764215315,1,2,0.29056132777721744,167.19488745289675
15,0.0,0.0,1.0,0.0,0.6163760424564064,1,2,0.2961674196699595,161.48622514717073
16,0.0,0.0,0.3333333333333333,1.0,0.5640636846095528,1,2,0.28287506320256495,175.54836674113096
17,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5996967399545111,1,2,0.3156181103038812,185.6125544557819
18,0.0,1.0,0.3333333333333333,1.0,0.5147839272175891,1,2,0.3390521064825884,200.00685161972916
19,0.0,0.0,0.6666666666666666,0.0,0.32069749810462467,1,2,0.37256856248470255,195.4099708015922
20,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6292645943896892,1,2,0.3618649378524458,199.43018212462061
21,0.0,1.0,0.6666666666666666,0.0,0.26838514025777105,1,2,0.3712258142045728,201.17760687347837
22,0.0,0.0,0.0,1.0,0.6163760424564064,1,2,0.3752946120100528,213.42416872735137
23,0.0,0.0,0.0,0.0,0.533737680060652,1,2,0.403810165557229,206.39911263578009
24,0.0,1.0,0.0,0.6666666666666666,0.2623199393479909,1,2,0.3874526469702662,216.67755113679357
25,0.0,0.0,1.0,0.3333333333333333,0.5178165276724793,1,2,0.4113855162077098,218.60711370489997
26,0.0,0.0,1.0,0.6666666666666666,0.5117513267626992,1,2,0.41587841351145904,227.09648020297203
27,0.0,0.0,1.0,0.3333333333333333,0.6671721000758151,1,2,0.43564551123618245,225.62943267483718
28,0.0,1.0,0.3333333333333333,0.6666666666666666,0.2570128885519334,1,2,0.4322295588371382,237.40337336264756
29,0.0,0.0,0.3333333333333333,0.0,0.8923426838514027,1,2,0.45964463583185844,232.66999976631388
30,0.0,1.0,0.3333333333333333,1.0,0.307808946171342,1,2,0.4486231940708505,250.27694459680026
31,0.0,0.0,0.6666666666666666,1.0,0.199393479909022,1,2,0.4896201517563359,262.86167567598625
32,0.0,0.0,0.6666666666666666,0.3333333333333333,0.45109931766489775,1,2,0.5189231167229359,266.41735731188174
33,0.0,0.0,0.6666666666666666,0.0,0.5208491281273693,1,2,0.5272023571575092,263.3176169337121
34,0.0,0.0,0.0,1.0,0.34192570128885524,1,2,0.5199847548793575,272.79492248434036
35,0.0,1.0,0.0,0.6666666666666666,0.4533737680060652,1,2,0.5420522230501422,280.36278361599716
36,0.0,1.0,0.0,0.3333333333333333,0.577710386656558,1,2,0.5596736380980812,286.12174135909936
37,0.0,0.0,1.0,0.3333333333333333,0.5663381349507203,1,2,0.57308310516801,285.5803396190184
38,0.0,0.0,1.0,0.6666666666666666,0.47915087187263083,1,2,0.571822476226269,290.25839902335713
39,0.0,0.0,1.0,0.3333333333333333,0.6042456406368462,1,2,0.5827151214464542,290.8287902511656
40,0.0,0.0,0.3333333333333333,0.0,0.32448824867323733,1,2,0.5840432510712,291.16879945950944
1,1.0,0.0,1.0,0.3333333333333333,0.1630022744503412,1,3,0.02794144566035052,63.58790862953886
2,0.0,0.0,1.0,0.0,0.2714177407126611,1,3,0.054923355601131096,57.39270953038413
3,0.0,0.0,1.0,0.3333333333333333,0.353297952994693,1,3,0.04049812068579073,63.17731299160044
4,0.0,0.0,0.3333333333333333,0.3333333333333333,0.4526156178923427,1,3,0.053967302625644975,66.90973014555213
5,1.0,0.0,0.3333333333333333,1.0,0.7376800606520092,1,3,0.06265806354972009,86.66069356747404
6,0.0,1.0,0.3333333333333333,1.0,0.4981046247156937,1,3,0.1086472694824869,103.70548783767171
7,0.0,1.0,0.6666666666666666,0.0,0.5269143290371494,1,3,0.14833528555686876,107.78318981063069
8,0.0,0.0,0.6666666666666666,0.3333333333333333,0.290371493555724,1,3,0.1578300262315802,110.95213067509157
9,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5375284306292647,1,3,0.16520875864534668,114.23439878195025
10,1.0,0.0,0.0,1.0,0.38665655799848375,1,3,0.17285136830788778,136.75799129083305
11,0.0,0.0,0.0,0.3333333333333333,0.16755117513267626,1,3,0.22529651298812337,137.35460560764616
12,0.0,1.0,0.0,0.3333333333333333,0.47005307050796064,1,3,0.22668570186424175,144.86647617122946
13,0.0,0.0,1.0,1.0,0.32145564821834716,1,3,0.24417674546090423,158.378683119756
14,0.0,1.0,1.0,1.0,0.5223654283548143,1,3,0.27563929514454294,176.02414820552607
15,0.0,0.0,1.0,1.0,0.18271417740712664,1,3,0.31672594546501437,191.722229728881
16,0.0,0.0,0.3333333333333333,1.0,0.5041698256254739,1,3,0.35327820311972885,203.0453052045455
17,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4473085670962851,1,3,0.37964346129567283,211.31193961751467
18,0.0,1.0,0.3333333333333333,0.0,0.29643669446550425,1,3,0.3988919376493363,214.18157185137062
19,0.0,0.0,0.6666666666666666,0.0,0.39651250947687644,1,3,0.40557374374329264,211.88776837394207
20,0.0,0.0,0.6666666666666666,1.0,0.7058377558756634,1,3,0.4002327283082849,220.99236770346698
21,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3805913570887036,1,3,0.4214323672603836,229.04557189750903
22,0.0,0.0,0.0,1.0,0.3115996967399546,1,3,0.440183881208678,244.32551523414713
23,0.0,0.0,0.0,0.6666666666666666,0.5246398786959819,1,3,0.4757625234115037,252.27214350221857
24,0.0,1.0,0.0,0.0,0.47763457164518575,1,3,0.4942658802394473,254.231343285982
25,0.0,0.0,1.0,0.0,0.5830174374526157,1,3,0.49882778643076364,252.00508381684892
26,0.0,0.0,1.0,0.0,0.37680060652009095,1,3,0.4936440440988784,250.1396827511505
27,0.0,0.0,1.0,0.0,0.36846095526914335,1,3,0.48930054388954736,249.86555738664404
28,0.0,1.0,0.3333333333333333,0.3333333333333333,0.2373009855951479,1,3,0.48866225564150734,257.51269659331865
29,0.0,0.0,0.3333333333333333,0.6666666666666666,0.595147839272176,1,3,0.5064682660248768,265.64471586531994
30,0.0,1.0,0.3333333333333333,0.0,0.5663381349507203,1,3,0.5254032972413392,261.75539850628473
31,0.0,0.0,0.6666666666666666,1.0,0.3904473085670963,1,3,0.5163472014377275,275.9686844818467
32,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5291887793783169,1,3,0.5494421812494931,282.48563398665937
33,0.0,0.0,0.6666666666666666,0.6666666666666666,0.4844579226686885,1,3,0.5646165971211573,290.6189480375332
34,0.0,0.0,0.0,0.6666666666666666,0.640636846095527,1,3,0.583554643170412,301.23035841376094
35,0.0,1.0,0.0,0.0,0.5868081880212282,1,3,0.6082628220376659,303.1024706207005
36,0.0,1.0,0.0,0.0,0.7452615617892345,1,3,0.612621948829356,303.82263641093556
37,0.0,0.0,1.0,0.6666666666666666,0.5329795299469295,1,3,0.6142988216038806,309.4461873053276
38,0.0,0.0,1.0,1.0,0.47839272175890823,1,3,0.6273930000817033,321.5336531483058
39,0.0,0.0,1.0,0.3333333333333333,0.40409401061410166,1,3,0.6555381059169464,324.20229860336076
40,0.0,0.0,0.3333333333333333,0.3333333333333333,0.23047763457164516,1,3,0.6617519235810431,327.30831663184887
1,1.0,0.0,1.0,0.3333333333333333,0.598180439727066,1,4,0.03492680707543816,62.36035704352006
2,0.0,0.0,1.0,0.0,0.815011372251706,1,4,0.052065058439795975,58.80781041361992
3,0.0,0.0,1.0,0.3333333333333333,0.33434420015163013,1,4,0.04379311772186131,64.39647032812158
4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8021228203184233,1,4,0.05680605416479692,68.46587375741127
5,1.0,0.0,0.3333333333333333,1.0,0.5405610310841548,1,4,0.0662814720639254,86.10517345085148
6,0.0,1.0,0.3333333333333333,1.0,0.6269901440485217,1,4,0.10735376655316684,97.86391080085944
7,0.0,1.0,0.6666666666666666,1.0,0.26914329037149354,1,4,0.13473344327813197,113.11649987769601
8,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5216072782410918,1,4,0.17024839235063904,123.66484155612778
9,0.0,0.0,0.6666666666666666,0.0,0.7323730098559517,1,4,0.1948097186685317,116.64163882729639
10,1.0,0.0,0.0,1.0,0.5822592873388932,1,4,0.1784565155510927,139.15095607815564
11,0.0,0.0,0.0,0.3333333333333333,0.2835481425322214,1,4,0.23086842095246557,142.2681259184768
12,0.0,1.0,0.0,1.0,0.6489764973464747,1,4,0.23812660692808368,156.6217746142674
13,0.0,0.0,1.0,1.0,0.37680060652009095,1,4,0.2715484148498498,171.86314155042294
14,0.0,1.0,1.0,0.6666666666666666,0.5117513267626992,1,4,0.30703723368618757,183.25558762036425
15,0.0,0.0,1.0,0.3333333333333333,0.5216072782410918,1,4,0.3335640180863325,188.8746468333831
16,0.0,0.0,0.3333333333333333,0.0,0.4708112206216831,1,4,0.3466477378915707,185.96560802091258
17,0.0,0.0,0.3333333333333333,0.0,0.6103108415466263,1,4,0.33987417539969605,184.0363209493888
18,0.0,1.0,0.3333333333333333,0.6666666666666666,0.42228961334344195,1,4,0.33538191957701285,192.02707400431382
19,0.0,0.0,0.6666666666666666,0.3333333333333333,0.34116755117513275,1,4,0.3539880189328018,192.6645839477579
20,0.0,0.0,0.6666666666666666,1.0,0.577710386656558,1,4,0.35547243138635815,201.98929976408218
21,0.0,1.0,0.6666666666666666,1.0,0.47005307050796064,1,4,0.37718460140969445,217.13723508695332
22,0.0,0.0,0.0,0.3333333333333333,0.48749052312357855,1,4,0.4124558690505701,222.17076079641927
23,0.0,0.0,0.0,1.0,0.3843821076573162,1,4,0.42417620114148846,239.58827637884104
24,0.0,1.0,0.0,0.6666666666666666,0.5678544351781653,1,4,0.46473208157353396,252.93853949390575
25,0.0,0.0,1.0,0.3333333333333333,0.5011372251705839,1,4,0.4958175525219475,254.91468495250456
26,0.0,0.0,1.0,0.3333333333333333,0.20773313115996972,1,4,0.5004189159343131,260.8413625364682
27,0.0,0.0,1.0,0.6666666666666666,0.5079605761940865,1,4,0.5142189109058746,266.78376920652386
28,0.0,1.0,0.3333333333333333,0.0,0.6974981046247158,1,4,0.5280555303277966,267.0319587673634
29,0.0,0.0,0.3333333333333333,1.0,0.5034116755117514,1,4,0.528633428255102,275.1321917888956
30,0.0,1.0,0.3333333333333333,0.0,0.46777862016679317,1,4,0.5474944466557119,277.73400264828825
31,0.0,0.0,0.6666666666666666,1.0,0.23881728582259287,1,4,0.5535526430512311,293.06083306277344
32,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2721758908263836,1,4,0.5892404596488765,297.1831781604335
33,0.0,0.0,0.6666666666666666,0.6666666666666666,0.1402577710386657,1,4,0.5988391497771666,309.55246321235194
34,0.0,0.0,0.0,1.0,0.30326004548900687,1,4,0.627640458621797,323.1878097621985
35,0.0,1.0,0.0,1.0,0.6209249431387416,1,4,0.6593897331786792,338.120172278384
36,0.0,1.0,0.0,0.6666666666666666,0.32069749810462467,1,4,0.6941590494975668,350.7192653094197
37,0.0,0.0,1.0,0.3333333333333333,0.5633055344958303,1,4,0.7234954556055989,351.2928173384203
38,0.0,0.0,1.0,0.3333333333333333,0.3464746019711903,1,4,0.7248309450099075,352.66376635195263
39,0.0,0.0,1.0,0.0,0.7255496588324489,1,4,0.7280231364569679,353.4160399409685
40,0.0,0.0,0.3333333333333333,1.0,0.38589840788476126,1,4,0.729774770757735,363.35328415579085
1,1.0,0.0,1.0,0.6666666666666666,0.309325246398787,1,5,0.020956084245262893,63.32725330777397
2,0.0,0.0,1.0,0.3333333333333333,0.23351023502653523,1,5,0.05431643172536654,66.67663223377613
3,0.0,0.0,1.0,0.0,0.7255496588324489,1,5,0.062115305830100914,64.42891174767503
4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.42456406368460964,1,5,0.05688159251159669,75.95459633842164
5,1.0,0.0,0.3333333333333333,1.0,0.8301743745261564,1,5,0.08371861665248717,96.55866172379623
6,0.0,1.0,0.3333333333333333,1.0,0.6944655041698258,1,5,0.13169423109813327,115.64293453625
7,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3373768006065201,1,5,0.17613107874450673,119.40233507432133
8,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2554965883244883,1,5,0.1848846692320078,123.44213734574217
9,0.0,0.0,0.6666666666666666,0.6666666666666666,0.4746019711902958,1,5,0.19429116220246329,130.67886830281648
10,1.0,0.0,0.0,0.0,0.43896891584533737,1,5,0.21114155593543565,131.24596746719536
11,0.0,0.0,0.0,0.3333333333333333,0.3805913570887036,1,5,0.21246202014256255,131.87198592783574
12,0.0,1.0,0.0,0.6666666666666666,0.49658832448824874,1,5,0.21391967520925914,144.5827298223206
13,0.0,0.0,1.0,0.6666666666666666,0.5056861258529189,1,5,0.2435160551951242,151.98888462859784
14,0.0,1.0,1.0,0.0,0.7422289613343444,1,5,0.2607609445344358,151.7628693355355
15,0.0,0.0,1.0,0.3333333333333333,0.48521607278241097,1,5,0.26023467836531006,155.20564358227907
16,0.0,0.0,0.3333333333333333,1.0,0.658074298711145,1,5,0.26825101915999666,166.2901172438134
17,0.0,0.0,0.3333333333333333,0.0,0.3843821076573162,1,5,0.29406070403394236,161.62502379655592
18,0.0,1.0,0.3333333333333333,0.6666666666666666,0.5670962850644428,1,5,0.2831982494458588,170.61145554057532
19,0.0,0.0,0.6666666666666666,1.0,0.5094768764215315,1,5,0.3041227406338561,180.64682229036652
20,0.0,0.0,0.6666666666666666,1.0,0.4723275208491281,1,5,0.327489628527271,190.88642480703203
21,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8923426838514027,1,5,0.3513320699691875,196.99341358712158
22,0.0,0.0,0.0,0.0,0.3563305534495831,1,5,0.3655519112314577,190.16581295750294
23,0.0,0.0,0.0,0.0,0.6224412433661866,1,5,0.34965415856620236,185.40902921845665
24,0.0,1.0,0.0,0.0,0.45943896891584535,1,5,0.33857820736931893,184.40339217947854
25,0.0,0.0,1.0,0.3333333333333333,0.20166793025018953,1,5,0.33623662797943205,185.40013404140996
26,0.0,0.0,1.0,0.0,0.5382865807429872,1,5,0.33855749536047813,183.4177392448186
27,0.0,0.0,1.0,0.3333333333333333,0.5261561789234269,1,5,0.3339415806532849,183.98776887138695
28,0.0,1.0,0.3333333333333333,0.0,0.3927217589082639,1,5,0.33526886830624736,182.81008783797589
29,0.0,0.0,0.3333333333333333,0.0,0.5443517816527673,1,5,0.3325266924228906,182.6763560281263
30,0.0,1.0,0.3333333333333333,1.0,0.5579984836997727,1,5,0.3322153040813929,199.32293958378784
31,0.0,0.0,0.6666666666666666,0.0,0.39575435936315395,1,5,0.3709761049023097,195.7518232081486
32,0.0,0.0,0.6666666666666666,0.0,0.3828658074298711,1,5,0.36266092538925043,191.7353346590075
33,0.0,0.0,0.6666666666666666,0.3333333333333333,0.13495072024260807,1,5,0.35330871734414654,195.78289150835434
34,0.0,0.0,0.0,0.0,0.7293404094010615,1,5,0.36273326649108023,193.40669188061182
35,0.0,1.0,0.0,1.0,0.16072782410917363,1,5,0.3572003954263542,208.61451925877702
36,0.0,1.0,0.0,0.6666666666666666,0.577710386656558,1,5,0.3926111189512703,223.60542031050937
37,0.0,0.0,1.0,0.6666666666666666,0.23047763457164516,1,5,0.4275167395459929,231.58552714779722
38,0.0,0.0,1.0,0.0,0.5739196360879454,1,5,0.44609804967581546,223.49534114276744
39,0.0,0.0,1.0,0.0,0.5056861258529189,1,5,0.42726042528900976,221.89607153054138
40,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1872630780894617,1,5,0.42353659987515435,228.48548875663047
1,1.0,0.0,1.0,1.0,0.21531463229719483,1,6,0.011642269025146049,64.7978738480162
2,0.0,0.0,1.0,0.6666666666666666,0.5125094768764217,1,6,0.05774070371804765,69.37889575341944
3,0.0,0.0,1.0,0.3333333333333333,0.4291129643669448,1,6,0.06840740160460601,70.6611671781886
4,0.0,0.0,0.3333333333333333,1.0,0.7399545109931768,1,6,0.07139311138268997,82.77371641631218
5,1.0,0.0,0.3333333333333333,1.0,0.37831690674753604,1,6,0.0995966227448025,105.74041475263238
6,0.0,1.0,0.3333333333333333,0.0,0.7119029567854437,1,6,0.15307351887496526,104.76098339977001
7,0.0,1.0,0.6666666666666666,1.0,0.4200151630022745,1,6,0.150792958214628,120.01842050631113
8,0.0,0.0,0.6666666666666666,0.3333333333333333,0.8551933282789993,1,6,0.1863191957003475,121.54232584052671
9,0.0,0.0,0.6666666666666666,0.0,0.6815769522365429,1,6,0.18986753887430607,116.32452727192322
10,1.0,0.0,0.0,0.3333333333333333,0.3169067475360122,1,6,0.17771813594336533,123.62081392819168
11,0.0,0.0,0.0,0.0,0.23426838514025772,1,6,0.19470720237073746,115.98454263862747
12,0.0,1.0,0.0,0.6666666666666666,0.24184988627748294,1,6,0.17692649743031635,127.36607230884384
13,0.0,0.0,1.0,1.0,0.44124336618650495,1,6,0.20342786349798453,140.10602061247755
14,0.0,1.0,1.0,0.0,0.06141015921152393,1,6,0.2330922446014559,142.61443087944193
15,0.0,0.0,1.0,1.0,0.6277482941622442,1,6,0.23893296203214343,152.59399882281122
16,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3161485974222896,1,6,0.26216992498242914,161.23633744010746
17,0.0,0.0,0.3333333333333333,1.0,0.815011372251706,1,6,0.2822932112202235,168.61273221899896
18,0.0,1.0,0.3333333333333333,0.3333333333333333,0.860500379075057,1,6,0.29946880571053097,173.18616908702793
19,0.0,0.0,0.6666666666666666,0.0,0.2630780894617134,1,6,0.3101178421879539,167.1826617272399
20,0.0,0.0,0.6666666666666666,1.0,0.4526156178923427,1,6,0.2961389526325346,179.56173497443092
21,0.0,1.0,0.6666666666666666,0.0,0.2524639878695982,1,6,0.32496305283769183,184.3535144854691
22,0.0,0.0,0.0,1.0,0.36163760424564073,1,6,0.3361204900730297,196.9953749408529
23,0.0,0.0,0.0,0.3333333333333333,0.5056861258529189,1,6,0.3655564781530164,202.49041415677513
24,0.0,1.0,0.0,0.3333333333333333,0.1546626231993935,1,6,0.37835142312411524,207.2571340014
25,0.0,0.0,1.0,0.3333333333333333,0.4162244124336618,1,6,0.3894505100838403,209.9467265256429
26,0.0,0.0,1.0,1.0,0.2562547384382108,1,6,0.3957131020308918,221.23709315046116
27,0.0,0.0,1.0,0.3333333333333333,0.684609552691433,1,6,0.4220021991586247,222.63818521279407
28,0.0,1.0,0.3333333333333333,0.6666666666666666,0.5435936315390448,1,6,0.4252645773023599,231.80185092824712
29,0.0,0.0,0.3333333333333333,0.0,0.6550416982562548,1,6,0.44660174960552224,223.72120380007382
30,0.0,1.0,0.3333333333333333,0.6666666666666666,0.579226686884003,1,6,0.4277863360528288,232.03110025763937
31,0.0,0.0,0.6666666666666666,0.0,0.21076573161485979,1,6,0.4471355460788461,232.07779026352253
32,0.0,0.0,0.6666666666666666,0.0,0.5458680818802123,1,6,0.4472442616007015,226.67127282223254
33,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6004548900682336,1,6,0.43465543549257313,234.40207170006525
34,0.0,0.0,0.0,1.0,0.577710386656558,1,6,0.4526562435555782,246.86459832303734
35,0.0,1.0,0.0,0.6666666666666666,0.4283548142532221,1,6,0.48167466109111545,255.91453582017067
36,0.0,1.0,0.0,0.6666666666666666,0.21683093252463992,1,6,0.502747022491592,271.44590968869613
37,0.0,0.0,1.0,0.3333333333333333,0.5041698256254739,1,6,0.5389111090730914,274.80687055681994
38,0.0,0.0,1.0,0.6666666666666666,0.3631539044730857,1,6,0.5467369511950285,279.41294796409284
39,0.0,0.0,1.0,0.6666666666666666,0.6497346474601972,1,6,0.5574619896602522,284.36186957698214
40,0.0,0.0,0.3333333333333333,0.0,0.2039423805913571,1,6,0.5689853250205756,281.32502510706433
1,1.0,0.0,1.0,0.3333333333333333,0.375284306292646,1,7,0.06286825273578867,77.42718210042167
2,0.0,0.0,1.0,1.0,0.4920394238059136,1,7,0.08714746457324798,88.8950991560794
3,0.0,0.0,1.0,0.0,0.23881728582259287,1,7,0.11384997967725358,85.21322106124529
4,0.0,0.0,0.3333333333333333,1.0,0.5049279757391965,1,7,0.10527689661768341,97.93983852362683
5,1.0,0.0,0.3333333333333333,1.0,0.3260045489006823,1,7,0.1349102374731169,123.77460265330161
6,0.0,1.0,0.3333333333333333,0.6666666666666666,0.2039423805913571,1,7,0.19506529231289027,135.5798146958205
7,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5625473843821078,1,7,0.22255318321247003,143.17545472984813
8,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5269143290371494,1,7,0.24023928015133383,147.85279806168478
9,0.0,0.0,0.6666666666666666,0.3333333333333333,0.464746019711903,1,7,0.2511302580297769,153.41539933295581
10,1.0,0.0,0.0,0.6666666666666666,0.3267626990144048,1,7,0.26408251812572825,173.58822312840203
11,0.0,0.0,0.0,0.6666666666666666,0.5458680818802123,1,7,0.3110540064504188,181.35341334714315
12,0.0,1.0,0.0,1.0,0.42304776345716466,1,7,0.32913489316202216,196.22161650319075
13,0.0,0.0,1.0,0.6666666666666666,0.45868081880212286,1,7,0.36375481737466847,204.5079606982921
14,0.0,1.0,1.0,0.6666666666666666,0.5746777862016681,1,7,0.3830491870455339,217.666257608505
15,0.0,0.0,1.0,0.0,0.6648976497346476,1,7,0.4136876735538233,216.0196773103324
16,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6755117513267629,1,7,0.4098536873932572,219.26396257093853
17,0.0,0.0,0.3333333333333333,0.0,0.5352539802880971,1,7,0.4174078557529157,216.42133794526475
18,0.0,1.0,0.3333333333333333,0.6666666666666666,0.2805155420773313,1,7,0.4107889356269958,233.38329287918378
19,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5375284306292647,1,7,0.45028406413361355,239.68974812725222
20,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6755117513267629,1,7,0.4649683538522249,240.1578735792024
21,0.0,1.0,0.6666666666666666,0.6666666666666666,0.4746019711902958,1,7,0.46605836234204934,251.1993858581939
22,0.0,0.0,0.0,0.3333333333333333,0.8021228203184233,1,7,0.4917680136213438,252.56552111924435
23,0.0,0.0,0.0,0.3333333333333333,0.2570128885519334,1,7,0.4949489964681214,256.41058780627907
